"tcga_id"	"cohort"	"purity"	"log2_bap1"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"
"TCGA-XF-A8HB-01"	"TCGA-BLCA"	0.96	11.9867808229536	2	"chr3:47135898-59219255"	12083358
"TCGA-FJ-A3ZE-01"	"TCGA-BLCA"	0.96	11.1452047016243	1	"chr3:40517184-59720118"	19202935
"TCGA-E7-A4XJ-01"	"TCGA-BLCA"	0.84	11.8357641054835	2	"chr3:2170634-197812401"	195641768
"TCGA-E7-A6MD-01"	"TCGA-BLCA"	0.47	12.0604421378806	3	"chr3:50417583-61040294"	10622712
"TCGA-BT-A3PH-01"	"TCGA-BLCA"	0.83	11.9718938115121	6	"chr3:38469331-59044802"	20575472
"TCGA-4Z-AA86-01"	"TCGA-BLCA"	0.28	12.4036886696867	3	"chr3:26741745-74097816"	47356072
"TCGA-XF-AAMF-01"	"TCGA-BLCA"	0.72	NA	3	"chr3:30769420-90230647"	59461228
"TCGA-YC-A89H-01"	"TCGA-BLCA"	0.66	11.7227874826162	2	"chr3:31130594-61075779"	29945186
"TCGA-CF-A9FL-01"	"TCGA-BLCA"	0.85	11.6795138388364	2	"chr3:4962849-114510748"	109547900
"TCGA-5N-A9KM-01"	"TCGA-BLCA"	0.72	11.3827253433425	2	"chr3:45317863-53253904"	7936042
"TCGA-YC-A8S6-01"	"TCGA-BLCA"	0.23	11.7623075665269	2	"chr3:23997375-189459491"	165462117
"TCGA-FD-A5BU-01"	"TCGA-BLCA"	0.4	12.9634824465724	2	"chr3:2170634-141947832"	139777199
"TCGA-XF-AAN2-01"	"TCGA-BLCA"	0.6	11.6878683482303	4	"chr3:2170634-74302484"	72131851
"TCGA-G2-AA3F-01"	"TCGA-BLCA"	0.68	11.1241272434805	2	"chr3:37263238-59720118"	22456881
"TCGA-G2-A2EO-01"	"TCGA-BLCA"	0.37	11.4989346748187	3	"chr3:45128142-68892300"	23764159
"TCGA-K4-A3WU-01"	"TCGA-BLCA"	0.58	11.3579789550528	2	"chr3:44686061-83158634"	38472574
"TCGA-DK-A3WY-01"	"TCGA-BLCA"	NA	12.0742379565991	NA	"chr3:39822101-70755342"	30933242
"TCGA-CF-A47Y-01"	"TCGA-BLCA"	0.92	11.7922652572219	2	"chr3:2170634-197812401"	195641768
"TCGA-DK-A1A6-01"	"TCGA-BLCA"	NA	10.756613021172	2	"chr3:42174077-59653636"	17479560
"TCGA-GU-A42Q-01"	"TCGA-BLCA"	0.45	12.0091529478602	2	"chr3:2170634-58544586"	56373953
"TCGA-GV-A3JZ-01"	"TCGA-BLCA"	0.82	11.516087790655	3	"chr3:46455825-52538040"	6082216
"TCGA-XF-AAMY-01"	"TCGA-BLCA"	0.61	12.1207430136202	5	"chr3:32628740-52692360"	20063621
"TCGA-XF-AAN7-01"	"TCGA-BLCA"	0.87	12.2658598252007	3	"chr3:51645439-53910886"	2265448
"TCGA-KQ-A41O-01"	"TCGA-BLCA"	0.93	11.9998022512935	5	"chr3:50923776-68841487"	17917712
"TCGA-BT-A2LD-01"	"TCGA-BLCA"	0.59	12.5527011196078	2	"chr3:46457375-59461982"	13004608
"TCGA-GV-A3QK-01"	"TCGA-BLCA"	0.71	11.8513981707692	3	"chr3:45631761-53214865"	7583105
"TCGA-E7-A6ME-01"	"TCGA-BLCA"	0.79	11.9551320070851	2	"chr3:4797429-78950398"	74152970
"TCGA-UY-A9PD-01"	"TCGA-BLCA"	0.63	12.0515943156763	5	"chr3:45284735-53511535"	8226801
"TCGA-DK-A3IS-01"	"TCGA-BLCA"	0.9	12.0785620968213	4	"chr3:51645439-61040294"	9394856
"TCGA-GC-A3RB-01"	"TCGA-BLCA"	0.85	11.4532053861112	2	"chr3:28124602-97538273"	69413672
"TCGA-KQ-A41Q-01"	"TCGA-BLCA"	0.6	10.8147841087461	2	"chr3:51325239-73479331"	22154093
"TCGA-PQ-A6FN-01"	"TCGA-BLCA"	0.22	12.2970328926393	2	"chr3:20984872-53485895"	32501024
"TCGA-S5-AA26-01"	"TCGA-BLCA"	0.95	12.0257579728895	4	"chr3:51748084-54516452"	2768369
"TCGA-BL-A0C8-01"	"TCGA-BLCA"	0.59	10.9844292182846	7	"chr3:46585099-70267022"	23681924
"TCGA-XF-A9SX-01"	"TCGA-BLCA"	0.5	12.3324263750543	2	"chr3:45030046-58602954"	13572909
"TCGA-FD-A3N5-01"	"TCGA-BLCA"	0.66	11.8444870481946	2	"chr3:51899162-53611535"	1712374
"TCGA-CF-A1HS-01"	"TCGA-BLCA"	0.54	11.0005606185627	2	"chr3:49174488.5-57893921.5"	8719434
"TCGA-CU-A3KJ-01"	"TCGA-BLCA"	0.75	11.9547714047333	2	"chr3:47218910-63122875"	15903966
"TCGA-GC-A4ZW-01"	"TCGA-BLCA"	0.85	12.9142696961877	6	"chr3:38679225-76375601"	37696377
"TCGA-XF-AAN8-01"	"TCGA-BLCA"	0.58	12.1999589882584	2	"chr3:23820972-168657004"	144836033
"TCGA-K4-A83P-01"	"TCGA-BLCA"	0.09	11.4543336549039	4	"chr3:5148016-61055218"	55907203
"TCGA-GV-A40E-01"	"TCGA-BLCA"	0.34	12.0436186570813	5	"chr3:15255097-63984516"	48729420
"TCGA-XF-A9T2-01"	"TCGA-BLCA"	0.84	12.0002215775799	2	"chr3:2170634-197812401"	195641768
"TCGA-ZF-A9R5-01"	"TCGA-BLCA"	0.91	11.989248802059	2	"chr3:2170634-68039859"	65869226
"TCGA-CF-A9FM-01"	"TCGA-BLCA"	0.96	11.4789512061129	2	"chr3:2170634-80383223"	78212590
"TCGA-GD-A6C6-01"	"TCGA-BLCA"	0.92	12.9451203344489	2	"chr3:50734361-62829143"	12094783
"TCGA-DK-A6B6-01"	"TCGA-BLCA"	0.52	11.7626908732383	4	"chr3:46378746-53437259"	7058514
"TCGA-ZF-A9R3-01"	"TCGA-BLCA"	0.72	11.8962902052271	2	"chr3:2170634-96689002"	94518369
"TCGA-FD-A5BZ-01"	"TCGA-BLCA"	0.42	11.7402505480627	3	"chr3:46609369-53429248"	6819880
"TCGA-GC-A6I3-01"	"TCGA-BLCA"	0.32	12.2869388474728	3	"chr3:50871345-61282447"	10411103
"TCGA-E7-A97Q-01"	"TCGA-BLCA"	0.65	NA	2	"chr3:39093955-53528608"	14434654
"TCGA-XF-AAMT-01"	"TCGA-BLCA"	0.56	11.6023371466828	1	"chr3:51885003-79615677"	27730675
"TCGA-CU-A72E-01"	"TCGA-BLCA"	0.69	12.624238936127	2	"chr3:49745398-69522425"	19777028
"TCGA-CU-A3QU-01"	"TCGA-BLCA"	0.9	11.5211585306037	4	"chr3:52075652-65507224"	13431573
"TCGA-ZF-A9R2-01"	"TCGA-BLCA"	0.75	12.2220422943213	3	"chr3:46706963-53420249"	6713287
"TCGA-GU-AATQ-01"	"TCGA-BLCA"	0.75	12.167752287515	3	"chr3:7068407-61109290"	54040884
"TCGA-G2-A3IB-01"	"TCGA-BLCA"	0.91	11.9607198563248	1	"chr3:36353166-77758726"	41405561
"TCGA-XF-A9SM-01"	"TCGA-BLCA"	0.2	12.3791223994319	2	"chr3:34208480-53588198"	19379719
"TCGA-XF-A9SJ-01"	"TCGA-BLCA"	0.56	11.4263669168658	2	"chr3:35013505-57431707"	22418203
"TCGA-ZF-AA4R-01"	"TCGA-BLCA"	0.66	11.1907492807166	1	"chr3:47403633-83684563"	36280931
"TCGA-DK-A6AV-01"	"TCGA-BLCA"	0.5	12.0112003082353	2	"chr3:45197451-52496771"	7299321
"TCGA-CF-A5UA-01"	"TCGA-BLCA"	0.92	12.4493732690528	2	"chr3:2170634-99896221"	97725588
"TCGA-FD-A5BS-01"	"TCGA-BLCA"	0.59	12.1095277578519	2	"chr3:20049856-55091671"	35041816
"TCGA-XF-AAN4-01"	"TCGA-BLCA"	0.46	11.7945269885129	2	"chr3:20888423-90021879"	69133457
"TCGA-FD-A62N-01"	"TCGA-BLCA"	0.25	12.2202243026271	2	"chr3:2170634-148286351"	146115718
"TCGA-XF-A9SH-01"	"TCGA-BLCA"	0.69	11.8796136580163	2	"chr3:2170634-175360729"	173190096
"TCGA-CF-A3MH-01"	"TCGA-BLCA"	0.87	12.144246724303	2	"chr3:2170634-74040851"	71870218
"TCGA-UY-A78P-01"	"TCGA-BLCA"	0.26	11.4475028037381	1	"chr3:46907698-75314423"	28406726
"TCGA-BT-A42C-01"	"TCGA-BLCA"	0.66	11.4345564079317	2	"chr3:37699181-62487310"	24788130
"TCGA-XF-A8HG-01"	"TCGA-BLCA"	0.84	11.0368495756691	5	"chr3:2170634-72843224"	70672591
"TCGA-FJ-A871-01"	"TCGA-BLCA"	0.81	12.8158014337903	2	"chr3:2170634-76133271"	73962638
"TCGA-2F-A9KT-01"	"TCGA-BLCA"	0.41	12.23398980531	4	"chr3:48469855-188248862"	139779008
"TCGA-ZF-AA54-01"	"TCGA-BLCA"	0.43	12.8931745244222	4	"chr3:31131679-54727658"	23595980
"TCGA-GC-A3RC-01"	"TCGA-BLCA"	0.69	12.5164942119578	3	"chr3:49044217-73350173"	24305957
"TCGA-BT-A20X-01"	"TCGA-BLCA"	0.37	10.7094368008302	2	"chr3:2170634-87050323"	84879690
"TCGA-XF-AAN5-01"	"TCGA-BLCA"	0.49	11.954595604443	2	"chr3:2170634-197812401"	195641768
"TCGA-GU-A767-01"	"TCGA-BLCA"	0.3	11.4426096525352	3	"chr3:48278096-71274706"	22996611
"TCGA-BL-A5ZZ-01"	"TCGA-BLCA"	0.38	12.1664275654893	2	"chr3:45259865-55054856"	9794992
"TCGA-DK-A1A3-01"	"TCGA-BLCA"	0.43	11.7433454398208	4	"chr3:46535908-53432050"	6896143
"TCGA-G2-A2EJ-01"	"TCGA-BLCA"	0.61	11.8721194445901	1	"chr3:28810977-64768356"	35957380
"TCGA-ZF-AA4N-01"	"TCGA-BLCA"	0.77	11.9610035630862	2	"chr3:49301040-54704268"	5403229
"TCGA-DK-A2HX-01"	"TCGA-BLCA"	0.49	12.1997445742442	5	"chr3:46860164-53232515"	6372352
"TCGA-FD-A6TD-01"	"TCGA-BLCA"	0.37	11.8609490139703	3	"chr3:51706524-52987994"	1281471
"TCGA-XF-AAME-01"	"TCGA-BLCA"	0.14	11.8475824970221	2	"chr3:2170634-94018736"	91848103
"TCGA-E7-A3X6-01"	"TCGA-BLCA"	0.71	12.0436862360412	2	"chr3:46905597-53298986"	6393390
"TCGA-E7-A85H-01"	"TCGA-BLCA"	0.74	10.2304462611788	1	"chr3:47429079-53079746"	5650668
"TCGA-E5-A4TZ-01"	"TCGA-BLCA"	0.67	13.4249176954371	7	"chr3:49520424-54512457"	4992034
"TCGA-BT-A3PJ-01"	"TCGA-BLCA"	0.51	11.929683522322	3	"chr3:8156605-53609781"	45453177
"TCGA-DK-AA6L-01"	"TCGA-BLCA"	0.64	11.5653704681958	2	"chr3:48735965-81575440"	32839476
"TCGA-FD-A5BT-01"	"TCGA-BLCA"	0.18	12.6719232922752	2	"chr3:2170634-167062473"	164891840
"TCGA-KQ-A41S-01"	"TCGA-BLCA"	0.41	11.7517773369125	6	"chr3:42193248-58715522"	16522275
"TCGA-ZF-AA4V-01"	"TCGA-BLCA"	0.64	11.4794729867977	3	"chr3:52242122-59720118"	7477997
"TCGA-FT-A3EE-01"	"TCGA-BLCA"	0.61	12.1143688146086	4	"chr3:2170634-54409153"	52238520
"TCGA-XF-A9SV-01"	"TCGA-BLCA"	0.63	11.2673329819142	5	"chr3:50883633-197812401"	146928769
"TCGA-ZF-A9R7-01"	"TCGA-BLCA"	0.49	12.4506033623083	4	"chr3:2170634-88483965"	86313332
"TCGA-GU-AATO-01"	"TCGA-BLCA"	0.52	12.1923148009336	4	"chr3:2170634-76595907"	74425274
"TCGA-DK-AA6T-01"	"TCGA-BLCA"	0.8	12.2837894836992	2	"chr3:40079717-53140253"	13060537
"TCGA-4Z-AA7Q-01"	"TCGA-BLCA"	0.29	11.7267078480471	2	"chr3:48322696-54148215"	5825520
"TCGA-ZF-A9RF-01"	"TCGA-BLCA"	0.5	12.1816436756738	2	"chr3:50060904-53231941"	3171038
"TCGA-QK-A6II-01"	"TCGA-HNSC"	0.58	13.1243229858865	2	"chr3:30778273-65013759"	34235487
"TCGA-UF-A7JF-01"	"TCGA-HNSC"	0.6	12.6076269515484	1	"chr3:31658756-76800296"	45141541
"TCGA-CN-4725-01"	"TCGA-HNSC"	0.59	12.0787169962194	2	"chr3:44811845-55700645"	10888801
"TCGA-D6-6827-01"	"TCGA-HNSC"	0.75	12.1005230583631	2	"chr3:2170634-94017382"	91846749
"TCGA-CV-5442-01"	"TCGA-HNSC"	0.85	12.9395685470952	3	"chr3:2170634-163873553"	161702920
"TCGA-CX-7219-01"	"TCGA-HNSC"	0.55	12.1155886108354	1	"chr3:2170634-74097816"	71927183
"TCGA-QK-A8ZB-01"	"TCGA-HNSC"	0.46	11.7967559333587	1	"chr3:43030581-65061928"	22031348
"TCGA-QK-A6VC-01"	"TCGA-HNSC"	0.21	11.3702390760394	2	"chr3:47197901-53753652"	6555752
"TCGA-BA-6872-01"	"TCGA-HNSC"	0.58	13.1436414915496	2	"chr3:48612351-77319544"	28707194
"TCGA-CV-5439-01"	"TCGA-HNSC"	0.47	12.0159359317144	2	"chr3:2170634-89440379"	87269746
"TCGA-DQ-7591-01"	"TCGA-HNSC"	0.73	11.1268039307561	1	"chr3:50301135-57897371"	7596237
"TCGA-CV-A6K1-01"	"TCGA-HNSC"	0.64	13.1031278050233	1	"chr3:2170634-88454558"	86283925
"TCGA-CV-6954-01"	"TCGA-HNSC"	0.49	11.5830061642357	2	"chr3:2170634-74438994"	72268361
"TCGA-CV-6961-01"	"TCGA-HNSC"	0.57	11.5255013316279	1	"chr3:51591066-54270164"	2679099
"TCGA-CQ-5325-01"	"TCGA-HNSC"	0.22	12.0041199683012	2	"chr3:2170634-91462299"	89291666
"TCGA-CV-6003-01"	"TCGA-HNSC"	0.56	12.1459277977241	2	"chr3:36530292-73122949"	36592658
"TCGA-CN-6988-01"	"TCGA-HNSC"	0.77	12.5597273449055	2	"chr3:29948710-80613801"	50665092
"TCGA-CV-A6JD-01"	"TCGA-HNSC"	0.6	12.4417191452281	2	"chr3:2170634-197812401"	195641768
"TCGA-HD-8224-01"	"TCGA-HNSC"	0.64	12.6647579530828	2	"chr3:51839303-70534490"	18695188
"TCGA-CN-4742-01"	"TCGA-HNSC"	0.3	12.4284658918365	2	"chr3:45408457-77336594"	31928138
"TCGA-CV-7429-01"	"TCGA-HNSC"	0.52	11.7921269307439	2	"chr3:2170634-97658695"	95488062
"TCGA-P3-A5QF-01"	"TCGA-HNSC"	0.81	11.9529889957605	1	"chr3:50074729-79485994"	29411266
"TCGA-CR-7372-01"	"TCGA-HNSC"	0.41	12.5033254787566	2	"chr3:2170634-86177170"	84006537
"TCGA-P3-A6T5-01"	"TCGA-HNSC"	0.42	11.9813518755964	2	"chr3:2170634-91462299"	89291666
"TCGA-CR-6482-01"	"TCGA-HNSC"	0.38	11.7397664156078	1	"chr3:2170634-86460090"	84289457
"TCGA-F7-A624-01"	"TCGA-HNSC"	0.5	11.7799620723197	2	"chr3:2170634-53936767"	51766134
"TCGA-CX-7082-01"	"TCGA-HNSC"	0.59	12.5143832515113	2	"chr3:2170634-55258916"	53088283
"TCGA-CN-6996-01"	"TCGA-HNSC"	0.46	11.8611300399135	1	"chr3:41271882-54009326"	12737445
"TCGA-QK-A652-01"	"TCGA-HNSC"	0.33	12.0285497634423	1	"chr3:2170634-68496103"	66325470
"TCGA-CV-7242-01"	"TCGA-HNSC"	0.5	12.0707364618727	1	"chr3:46226588-64578575"	18351988
"TCGA-TN-A7HL-01"	"TCGA-HNSC"	0.47	12.3398130715448	2	"chr3:2170634-72651030"	70480397
"TCGA-BA-4077-01"	"TCGA-HNSC"	0.73	11.5331410354138	1	"chr3:38366757-64971750"	26604994
"TCGA-CV-5444-01"	"TCGA-HNSC"	0.27	12.2429388420782	2	"chr3:2170634-86148192"	83977559
"TCGA-CV-6934-01"	"TCGA-HNSC"	0.44	12.0132583994867	1	"chr3:2170634-72648009"	70477376
"TCGA-CN-4731-01"	"TCGA-HNSC"	0.63	12.5463869728091	2	"chr3:52275322-52528215"	252894
"TCGA-MT-A67F-01"	"TCGA-HNSC"	0.24	12.5371760776444	2	"chr3:17886202-197812401"	179926200
"TCGA-F7-8489-01"	"TCGA-HNSC"	0.27	11.9526656091181	1	"chr3:21692742-86948464"	65255723
"TCGA-CR-7380-01"	"TCGA-HNSC"	0.66	12.1659634149987	1	"chr3:10304379-61789064"	51484686
"TCGA-DQ-5625-01"	"TCGA-HNSC"	0.46	12.2836206140941	2	"chr3:50487127-197812401"	147325275
"TCGA-UF-A7JC-01"	"TCGA-HNSC"	0.81	12.5374393887175	1	"chr3:34259227-68772619"	34513393
"TCGA-CN-6992-01"	"TCGA-HNSC"	0.57	12.1212327482658	2	"chr3:2170634-63673465"	61502832
"TCGA-BA-A4IG-01"	"TCGA-HNSC"	0.56	12.4817892766219	2	"chr3:19783667-90436812"	70653146
"TCGA-CN-5370-01"	"TCGA-HNSC"	0.44	12.1525612889954	2	"chr3:44456109-53478523"	9022415
"TCGA-CN-6018-01"	"TCGA-HNSC"	0.31	11.8450187204261	2	"chr3:26713484-65166137"	38452654
"TCGA-D6-A4Z9-01"	"TCGA-HNSC"	0.5	12.4575186577652	1	"chr3:35589563-91462299"	55872737
"TCGA-BB-8596-01"	"TCGA-HNSC"	0.25	12.2587622514499	1	"chr3:2170634-65822295"	63651662
"TCGA-CN-5360-01"	"TCGA-HNSC"	0.53	12.3941423564951	1	"chr3:2170634-89113470"	86942837
"TCGA-BB-4224-01"	"TCGA-HNSC"	0.74	11.8432560351039	2	"chr3:2170634-91390926"	89220293
"TCGA-CV-6441-01"	"TCGA-HNSC"	0.7	12.0301733249444	2	"chr3:45981569-53163575"	7182007
"TCGA-H7-A76A-01"	"TCGA-HNSC"	0.29	12.3625598879888	2	"chr3:2170634-100451709"	98281076
"TCGA-CV-7102-01"	"TCGA-HNSC"	0.47	12.4965400175435	2	"chr3:2170634-90104384"	87933751
"TCGA-CN-A6V6-01"	"TCGA-HNSC"	0.57	12.2728772582274	2	"chr3:43964842-61141148"	17176307
"TCGA-HD-7229-01"	"TCGA-HNSC"	0.57	12.0999356384599	1	"chr3:11703263-79703356"	68000094
"TCGA-CQ-6227-01"	"TCGA-HNSC"	0.33	12.2916439237253	1	"chr3:2170634-52561401"	50390768
"TCGA-CQ-A4C6-01"	"TCGA-HNSC"	0.36	11.8274116964025	1	"chr3:6779617-91462299"	84682683
"TCGA-CV-7247-01"	"TCGA-HNSC"	0.46	11.8811677644465	3	"chr3:13919660-88396083"	74476424
"TCGA-KU-A66S-01"	"TCGA-HNSC"	0.78	12.0515900583217	2	"chr3:28232536-54778684"	26546149
"TCGA-D6-8568-01"	"TCGA-HNSC"	0.38	12.0737465008869	1	"chr3:2170634-90368798"	88198165
"TCGA-CR-6491-01"	"TCGA-HNSC"	0.75	12.6265889970845	1	"chr3:2170634-94015345"	91844712
"TCGA-CN-A641-01"	"TCGA-HNSC"	0.67	11.9195049902618	1	"chr3:15602228-91462299"	75860072
"TCGA-CV-7411-01"	"TCGA-HNSC"	0.24	12.7734993466252	4	"chr3:2170634-58134477"	55963844
"TCGA-IQ-7632-01"	"TCGA-HNSC"	0.24	12.6273129957184	2	"chr3:2170634-90095608"	87924975
"TCGA-CN-A6UY-01"	"TCGA-HNSC"	0.85	11.762487663409	1	"chr3:51276348-53163575"	1887228
"TCGA-CN-A63Y-01"	"TCGA-HNSC"	0.42	NA	2	"chr3:2170634-197812401"	195641768
"TCGA-CN-5367-01"	"TCGA-HNSC"	0.55	12.1598777278295	1	"chr3:14658676-87138610"	72479935
"TCGA-CV-7434-01"	"TCGA-HNSC"	0.71	12.0350490558303	1	"chr3:22682954-66369078"	43686125
"TCGA-QK-A6VB-01"	"TCGA-HNSC"	0.78	11.7900228343311	2	"chr3:29387019-84675753"	55288735
"TCGA-CQ-6218-01"	"TCGA-HNSC"	0.49	11.8167936763693	1	"chr3:10655219-91390926"	80735708
"TCGA-CV-7440-01"	"TCGA-HNSC"	0.45	11.3520741794558	2	"chr3:48194592-89740209"	41545618
"TCGA-CN-A6V7-01"	"TCGA-HNSC"	0.89	12.9369074952612	2	"chr3:38868147-52856802"	13988656
"TCGA-QK-AA3J-01"	"TCGA-HNSC"	0.75	12.2859312938712	1	"chr3:49648159-70937059"	21288901
"TCGA-DQ-7593-01"	"TCGA-HNSC"	0.38	NA	2	"chr3:2170634-80372140"	78201507
"TCGA-CR-7390-01"	"TCGA-HNSC"	0.47	12.8082698350452	2	"chr3:2170634-91390926"	89220293
"TCGA-CQ-A4CB-01"	"TCGA-HNSC"	0.37	12.5059699431977	1	"chr3:31640421-104560555"	72920135
"TCGA-UF-A7JJ-01"	"TCGA-HNSC"	0.24	11.9443272205177	1	"chr3:37400963-61092972"	23692010
"TCGA-CN-6994-01"	"TCGA-HNSC"	0.58	11.5338484023976	2	"chr3:37545587-56792085"	19246499
"TCGA-CQ-A4C9-01"	"TCGA-HNSC"	0.41	12.5369351100883	2	"chr3:52356170-61065839"	8709670
"TCGA-CV-A6JT-01"	"TCGA-HNSC"	0.5	12.1777867178647	1	"chr3:2170634-94015345"	91844712
"TCGA-MT-A51W-01"	"TCGA-HNSC"	0.22	12.5952314589973	2	"chr3:2170634-90436812"	88266179
"TCGA-CN-A49B-01"	"TCGA-HNSC"	0.66	11.8905442298856	1	"chr3:25704534-91390926"	65686393
"TCGA-CV-A465-01"	"TCGA-HNSC"	0.33	11.726758627259	2	"chr3:36792766-73987173"	37194408
"TCGA-BA-4075-01"	"TCGA-HNSC"	0.67	11.7401167728603	2	"chr3:40334633-53503852"	13169220
"TCGA-CN-6013-01"	"TCGA-HNSC"	0.51	11.762239889226	1	"chr3:50187831-89113357"	38925527
"TCGA-T2-A6X2-01"	"TCGA-HNSC"	0.62	12.8755798046086	2	"chr3:44233784-53531601"	9297818
"TCGA-4P-AA8J-01"	"TCGA-HNSC"	0.36	11.6210891016927	1	"chr3:2170634-63601735"	61431102
"TCGA-CN-A497-01"	"TCGA-HNSC"	0.67	11.9856601879877	1	"chr3:42188995-54041035"	11852041
"TCGA-CQ-5324-01"	"TCGA-HNSC"	0.68	12.9455111385101	2	"chr3:42449891-54422736"	11972846
"TCGA-F7-A50I-01"	"TCGA-HNSC"	0.26	11.795971426878	2	"chr3:14630804-94015345"	79384542
"TCGA-F7-A61S-01"	"TCGA-HNSC"	0.51	11.7338304757776	1	"chr3:2170634-94038851"	91868218
"TCGA-MT-A67G-01"	"TCGA-HNSC"	0.52	NA	2	"chr3:50278688-79703356"	29424669
"TCGA-P3-A6T7-01"	"TCGA-HNSC"	0.51	11.6468225430455	1	"chr3:2170634-65896486"	63725853
"TCGA-BA-4076-01"	"TCGA-HNSC"	0.85	11.4292105977358	1	"chr3:42302838-55769073"	13466236
"TCGA-BA-5557-01"	"TCGA-HNSC"	0.28	11.7512833270478	1	"chr3:42581289-61055218"	18473930
"TCGA-CV-6952-01"	"TCGA-HNSC"	0.51	11.8709317897874	1	"chr3:23469562-82339535"	58869974
"TCGA-P3-A5QA-01"	"TCGA-HNSC"	0.43	11.7266796070336	2	"chr3:14949919-95098458"	80148540
"TCGA-F7-7848-01"	"TCGA-HNSC"	0.57	12.5625785499287	1	"chr3:2170634-91390926"	89220293
"TCGA-UF-A7J9-01"	"TCGA-HNSC"	0.51	12.4536662509473	1	"chr3:10508398-91462299"	80953902
"TCGA-CR-7391-01"	"TCGA-HNSC"	NA	12.1447479919276	NA	"chr3:13681136-90369509"	76688374
"TCGA-CV-A45T-01"	"TCGA-HNSC"	0.21	12.4541395847674	2	"chr3:2170634-197812401"	195641768
"TCGA-CV-6436-01"	"TCGA-HNSC"	0.37	12.8580810066682	2	"chr3:2170634-61385997"	59215364
"TCGA-CR-7369-01"	"TCGA-HNSC"	0.53	11.8127531840049	1	"chr3:10273419-91390926"	81117508
"TCGA-F7-A50G-01"	"TCGA-HNSC"	0.37	12.5410751391681	2	"chr3:2170634-103674490"	101503857
"TCGA-CV-A6JO-01"	"TCGA-HNSC"	0.26	12.6235521092853	2	"chr3:26467830-61153972"	34686143
"TCGA-QK-A8ZA-01"	"TCGA-HNSC"	0.69	12.4604257079158	2	"chr3:51297877-53831406"	2533530
"TCGA-TN-A7HI-01"	"TCGA-HNSC"	0.73	12.4072068498583	2	"chr3:45557910-53338138"	7780229
"TCGA-QK-A8Z9-01"	"TCGA-HNSC"	0.41	12.4704423215021	2	"chr3:48992063-53845184"	4853122
"TCGA-CR-6467-01"	"TCGA-HNSC"	0.66	11.3572235675056	1	"chr3:42183956-74731430"	32547475
"TCGA-DQ-7588-01"	"TCGA-HNSC"	0.6	12.2700551764028	2	"chr3:37353165-91462299"	54109135
"TCGA-CV-6943-01"	"TCGA-HNSC"	0.21	12.2214463935584	2	"chr3:31055276-90321148"	59265873
"TCGA-CV-6940-01"	"TCGA-HNSC"	0.6	12.8447756767611	2	"chr3:27659802-90147967"	62488166
"TCGA-T2-A6WX-01"	"TCGA-HNSC"	0.5	12.2235651912866	2	"chr3:2170634-197812401"	195641768
"TCGA-CV-6956-01"	"TCGA-HNSC"	0.58	12.1564854538022	2	"chr3:31441861-61883590"	30441730
"TCGA-D6-6515-01"	"TCGA-HNSC"	0.17	12.640621808664	2	"chr3:2170634-157370253"	155199620
"TCGA-CQ-7068-01"	"TCGA-HNSC"	0.63	12.5856734578971	2	"chr3:46443008-53582043"	7139036
"TCGA-CV-7178-01"	"TCGA-HNSC"	0.45	11.5684268164304	1	"chr3:29025358-54666398"	25641041
"TCGA-P3-A6T8-01"	"TCGA-HNSC"	0.47	12.008249913487	1	"chr3:19964543-70866398"	50901856
"TCGA-F7-A61W-01"	"TCGA-HNSC"	0.82	12.6526740690695	1	"chr3:41481149-53642497"	12161349
"TCGA-CV-5973-01"	"TCGA-HNSC"	0.7	12.4498659965648	2	"chr3:42414076-97735692"	55321617
"TCGA-CN-6012-01"	"TCGA-HNSC"	0.62	12.6068012815555	1	"chr3:32552316-61762959"	29210644
"TCGA-CV-7100-01"	"TCGA-HNSC"	0.59	11.69435601222	1	"chr3:2170634-58498794"	56328161
"TCGA-IQ-A61H-01"	"TCGA-HNSC"	0.42	12.1884841807461	1	"chr3:47827074-91462299"	43635226
"TCGA-CQ-6225-01"	"TCGA-HNSC"	0.81	11.6481468304654	2	"chr3:46601651-90453712"	43852062
"TCGA-CV-A45R-01"	"TCGA-HNSC"	0.43	12.1424834360315	2	"chr3:2170634-53515835"	51345202
"TCGA-DQ-5630-01"	"TCGA-HNSC"	0.27	11.9111988003349	1	"chr3:2170634-90224641"	88054008
"TCGA-CR-7402-01"	"TCGA-HNSC"	0.61	13.0504793167123	1	"chr3:2170634-71938107"	69767474
"TCGA-HD-A6HZ-01"	"TCGA-HNSC"	0.34	12.2473189587647	2	"chr3:2170634-94186471"	92015838
"TCGA-CN-6020-01"	"TCGA-HNSC"	0.34	12.7938623674924	2	"chr3:31892127-65507224"	33615098
"TCGA-CV-7263-01"	"TCGA-HNSC"	0.41	11.4542231716911	2	"chr3:2170634-91462299"	89291666
"TCGA-CV-A45V-01"	"TCGA-HNSC"	0.46	12.0633582121815	2	"chr3:3595516-71004619"	67409104
"TCGA-CN-4723-01"	"TCGA-HNSC"	0.52	12.3022774805264	1	"chr3:29347330-57022663"	27675334
"TCGA-CV-7416-01"	"TCGA-HNSC"	0.62	12.1825654351013	2	"chr3:45869583-53490596"	7621014
"TCGA-CQ-6220-01"	"TCGA-HNSC"	0.39	12.4107501855691	2	"chr3:2170634-91390926"	89220293
