"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"
"TCGA-R3-A69X-01"	"TCGA-BLCA"	0.22	12.1351461979483	FALSE	4	"chr3:2170634-153582776"	151412143	"unaltered"	"unaltered"
"TCGA-GU-A762-01"	"TCGA-BLCA"	0.31	13.022588015056	FALSE	4	"chr3:8567682-58570824"	50003143	"unaltered"	"unaltered"
"TCGA-GC-A3RD-01"	"TCGA-BLCA"	0.71	11.9251086722505	FALSE	3	"chr3:45158972-53384771"	8225800	"unaltered"	"unaltered"
"TCGA-XF-A9SI-01"	"TCGA-BLCA"	0.21	12.0325180677683	FALSE	1	"chr3:2170634-146657977"	144487344	"altered"	"copynumber"
"TCGA-CF-A8HY-01"	"TCGA-BLCA"	0.87	12.0776691232989	FALSE	3	"chr3:44398077-53371619"	8973543	"unaltered"	"unaltered"
"TCGA-FJ-A3Z7-01"	"TCGA-BLCA"	0.54	11.6629639388663	FALSE	3	"chr3:44616294-88812654"	44196361	"unaltered"	"unaltered"
"TCGA-FD-A3SR-01"	"TCGA-BLCA"	0.57	12.3574815239157	FALSE	3	"chr3:46164284-52783577"	6619294	"unaltered"	"unaltered"
"TCGA-XF-A9T6-01"	"TCGA-BLCA"	0.83	12.5798491984193	FALSE	2	"chr3:12958440-59720118"	46761679	"unaltered"	"unaltered"
"TCGA-E7-A7DU-01"	"TCGA-BLCA"	0.84	12.4188712977408	FALSE	4	"chr3:2170634-59603515"	57432882	"unaltered"	"unaltered"
"TCGA-G2-A2ES-01"	"TCGA-BLCA"	0.55	11.4054616008975	TRUE	1	"chr3:52121716-65958391"	13836676	"altered"	"copynumber"
"TCGA-FJ-A3Z9-01"	"TCGA-BLCA"	0.85	11.5321865695937	TRUE	2	"chr3:34050418-58319306"	24268889	"unaltered"	"unaltered"
"TCGA-BT-A3PK-01"	"TCGA-BLCA"	0.28	12.587708586745	FALSE	2	"chr3:2170634-61040827"	58870194	"unaltered"	"unaltered"
"TCGA-CF-A9FF-01"	"TCGA-BLCA"	0.73	11.637369141783	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-DK-A6B0-01"	"TCGA-BLCA"	0.9	11.5345338766104	TRUE	2	"chr3:2170634-189300304"	187129671	"unaltered"	"unaltered"
"TCGA-ZF-A9RN-01"	"TCGA-BLCA"	0.81	10.6455440355671	TRUE	1	"chr3:46575821-54098690"	7522870	"altered"	"copynumber"
"TCGA-FD-A62P-01"	"TCGA-BLCA"	0.19	11.8630522997238	FALSE	4	"chr3:46381878-77463107"	31081230	"unaltered"	"unaltered"
"TCGA-E7-A519-01"	"TCGA-BLCA"	0.64	12.7533173089103	FALSE	2	"chr3:2170634-127226767"	125056134	"unaltered"	"unaltered"
"TCGA-BT-A20J-01"	"TCGA-BLCA"	0.4	12.4009121298393	FALSE	3	"chr3:51058714-66703726"	15645013	"unaltered"	"unaltered"
"TCGA-GC-A3I6-01"	"TCGA-BLCA"	0.73	11.4595650352929	TRUE	2	"chr3:37725730-53796727"	16070998	"unaltered"	"unaltered"
"TCGA-XF-A9SP-01"	"TCGA-BLCA"	0.26	11.94573580128	FALSE	5	"chr3:45607178-70544572"	24937395	"unaltered"	"unaltered"
"TCGA-S5-A6DX-01"	"TCGA-BLCA"	0.39	11.5134956896167	TRUE	2	"chr3:49771548-54016080"	4244533	"unaltered"	"unaltered"
"TCGA-FD-A43S-01"	"TCGA-BLCA"	1	12.1918187135001	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-GC-A3BM-01"	"TCGA-BLCA"	0.86	11.6744077161836	FALSE	3	"chr3:50511464-53422395"	2910932	"unaltered"	"unaltered"
"TCGA-4Z-AA7N-01"	"TCGA-BLCA"	NA	11.6654963989732	FALSE	NA	"chr3:33393138-197812401"	164419264	NA	NA
"TCGA-4Z-AA83-01"	"TCGA-BLCA"	0.84	12.2746534917357	FALSE	2	"chr3:52353576-52452016"	98441	"unaltered"	"unaltered"
"TCGA-BT-A2LA-01"	"TCGA-BLCA"	0.95	12.7296024524042	FALSE	4	"chr3:4362340-53285185"	48922846	"unaltered"	"unaltered"
"TCGA-GV-A3QG-01"	"TCGA-BLCA"	0.46	11.831403754931	FALSE	2	"chr3:52176856-89875609"	37698754	"unaltered"	"unaltered"
"TCGA-CU-A5W6-01"	"TCGA-BLCA"	0.47	11.9233583259646	FALSE	4	"chr3:51250763-159280362"	108029600	"unaltered"	"unaltered"
"TCGA-FD-A3SS-01"	"TCGA-BLCA"	0.76	12.3817800799259	FALSE	2	"chr3:30683888-73802885"	43118998	"unaltered"	"unaltered"
"TCGA-FT-A61P-01"	"TCGA-BLCA"	0.31	11.8740144937797	FALSE	4	"chr3:12268740-61164470"	48895731	"unaltered"	"unaltered"
"TCGA-SY-A9G5-01"	"TCGA-BLCA"	0.36	12.5768172425648	FALSE	3	"chr3:6143031-78048663"	71905633	"unaltered"	"unaltered"
"TCGA-ZF-A9RM-01"	"TCGA-BLCA"	0.82	12.1267926147743	FALSE	5	"chr3:51699110-53615581"	1916472	"unaltered"	"unaltered"
"TCGA-CF-A27C-01"	"TCGA-BLCA"	0.98	12.0915624703337	FALSE	2	"chr3:27808943-76105802"	48296860	"unaltered"	"unaltered"
"TCGA-XF-A9SG-01"	"TCGA-BLCA"	0.5	NA	FALSE	4	"chr3:42636422-53697382"	11060961	"unaltered"	"unaltered"
"TCGA-CU-A0YR-01"	"TCGA-BLCA"	0.47	11.2906423930641	TRUE	2	"chr3:50179660-66394125"	16214466	"altered"	"mutation"
"TCGA-XF-AAMR-01"	"TCGA-BLCA"	0.4	11.2907424205901	TRUE	1	"chr3:48102364-58079912"	9977549	"altered"	"copynumber"
"TCGA-4Z-AA7W-01"	"TCGA-BLCA"	0.32	12.3415827612955	FALSE	2	"chr3:20584167-59652761"	39068595	"unaltered"	"unaltered"
"TCGA-CF-A47X-01"	"TCGA-BLCA"	0.88	11.0173971381426	TRUE	2	"chr3:51310724-54104596"	2793873	"unaltered"	"unaltered"
"TCGA-XF-AAMQ-01"	"TCGA-BLCA"	0.7	11.3578478198974	TRUE	2	"chr3:39374515-52424106"	13049592	"unaltered"	"unaltered"
"TCGA-4Z-AA7O-01"	"TCGA-BLCA"	0.84	11.9380076602661	FALSE	2	"chr3:46886248-53379396"	6493149	"unaltered"	"unaltered"
"TCGA-CF-A9FH-01"	"TCGA-BLCA"	0.95	11.8389239164806	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-BT-A20U-01"	"TCGA-BLCA"	0.5	12.280653586791	FALSE	2	"chr3:2170634-95781111"	93610478	"unaltered"	"unaltered"
"TCGA-XF-A8HE-01"	"TCGA-BLCA"	0.37	11.9584763791746	FALSE	2	"chr3:19093870-82256765"	63162896	"unaltered"	"unaltered"
"TCGA-E7-A8O8-01"	"TCGA-BLCA"	NA	11.1258157632853	TRUE	NA	"chr3:51767007-57851870"	6084864	NA	NA
"TCGA-XF-A8HF-01"	"TCGA-BLCA"	0.69	11.913987327649	FALSE	5	"chr3:46368145-141455579"	95087435	"unaltered"	"unaltered"
"TCGA-DK-A1AD-01"	"TCGA-BLCA"	0.73	11.3102463328563	TRUE	4	"chr3:51662048-61110552"	9448505	"unaltered"	"unaltered"
"TCGA-FD-A3B4-01"	"TCGA-BLCA"	0.62	11.9132623008983	FALSE	1	"chr3:47037515-53472021"	6434507	"altered"	"copynumber"
"TCGA-XF-A9SY-01"	"TCGA-BLCA"	0.18	11.6518847926728	FALSE	2	"chr3:2170634-54364345"	52193712	"unaltered"	"unaltered"
"TCGA-K4-A4AB-01"	"TCGA-BLCA"	0.56	12.005904468692	FALSE	4	"chr3:2170634-89236844"	87066211	"unaltered"	"unaltered"
"TCGA-FD-A3N6-01"	"TCGA-BLCA"	0.83	11.9432015581787	FALSE	2	"chr3:2170634-184542241"	182371608	"unaltered"	"unaltered"
"TCGA-BT-A42E-01"	"TCGA-BLCA"	0.48	11.574621297589	FALSE	2	"chr3:34612166-90200333"	55588168	"unaltered"	"unaltered"
"TCGA-FD-A5BY-01"	"TCGA-BLCA"	0.58	11.303222346321	TRUE	2	"chr3:47470208-118004352"	70534145	"unaltered"	"unaltered"
"TCGA-XF-AAMJ-01"	"TCGA-BLCA"	0.24	12.3047323000806	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-DK-A1A5-01"	"TCGA-BLCA"	0.59	11.8643087900162	FALSE	4	"chr3:2170634-71762947"	69592314	"unaltered"	"unaltered"
"TCGA-XF-A8HB-01"	"TCGA-BLCA"	0.96	11.9867808229536	FALSE	2	"chr3:47135898-59219255"	12083358	"unaltered"	"unaltered"
"TCGA-FJ-A3ZE-01"	"TCGA-BLCA"	0.96	11.1452047016243	TRUE	1	"chr3:40517184-59720118"	19202935	"altered"	"copynumber"
"TCGA-E7-A4XJ-01"	"TCGA-BLCA"	0.84	11.8357641054835	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-E7-A6MD-01"	"TCGA-BLCA"	0.47	12.0604421378806	FALSE	3	"chr3:50417583-61040294"	10622712	"unaltered"	"unaltered"
"TCGA-BT-A3PH-01"	"TCGA-BLCA"	0.83	11.9718938115121	FALSE	6	"chr3:38469331-59044802"	20575472	"unaltered"	"unaltered"
"TCGA-4Z-AA86-01"	"TCGA-BLCA"	0.28	12.4036886696867	FALSE	3	"chr3:26741745-74097816"	47356072	"unaltered"	"unaltered"
"TCGA-XF-AAMF-01"	"TCGA-BLCA"	0.72	NA	FALSE	3	"chr3:30769420-90230647"	59461228	"unaltered"	"unaltered"
"TCGA-YC-A89H-01"	"TCGA-BLCA"	0.66	11.7227874826162	FALSE	2	"chr3:31130594-61075779"	29945186	"unaltered"	"unaltered"
"TCGA-CF-A9FL-01"	"TCGA-BLCA"	0.85	11.6795138388364	FALSE	2	"chr3:4962849-114510748"	109547900	"unaltered"	"unaltered"
"TCGA-5N-A9KM-01"	"TCGA-BLCA"	0.72	11.3827253433425	TRUE	2	"chr3:45317863-53253904"	7936042	"unaltered"	"unaltered"
"TCGA-YC-A8S6-01"	"TCGA-BLCA"	0.23	11.7623075665269	FALSE	2	"chr3:23997375-189459491"	165462117	"unaltered"	"unaltered"
"TCGA-FD-A5BU-01"	"TCGA-BLCA"	0.4	12.9634824465724	FALSE	2	"chr3:2170634-141947832"	139777199	"unaltered"	"unaltered"
"TCGA-XF-AAN2-01"	"TCGA-BLCA"	0.6	11.6878683482303	FALSE	4	"chr3:2170634-74302484"	72131851	"unaltered"	"unaltered"
"TCGA-G2-AA3F-01"	"TCGA-BLCA"	0.68	11.1241272434805	TRUE	2	"chr3:37263238-59720118"	22456881	"unaltered"	"unaltered"
"TCGA-G2-A2EO-01"	"TCGA-BLCA"	0.37	11.4989346748187	TRUE	3	"chr3:45128142-68892300"	23764159	"unaltered"	"unaltered"
"TCGA-K4-A3WU-01"	"TCGA-BLCA"	0.58	11.3579789550528	TRUE	2	"chr3:44686061-83158634"	38472574	"unaltered"	"unaltered"
"TCGA-DK-A3WY-01"	"TCGA-BLCA"	NA	12.0742379565991	FALSE	NA	"chr3:39822101-70755342"	30933242	NA	NA
"TCGA-CF-A47Y-01"	"TCGA-BLCA"	0.92	11.7922652572219	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-DK-A1A6-01"	"TCGA-BLCA"	NA	10.756613021172	TRUE	2	"chr3:42174077-59653636"	17479560	"unaltered"	"unaltered"
"TCGA-GU-A42Q-01"	"TCGA-BLCA"	0.45	12.0091529478602	FALSE	2	"chr3:2170634-58544586"	56373953	"unaltered"	"unaltered"
"TCGA-GV-A3JZ-01"	"TCGA-BLCA"	0.82	11.516087790655	TRUE	3	"chr3:46455825-52538040"	6082216	"unaltered"	"unaltered"
"TCGA-XF-AAMY-01"	"TCGA-BLCA"	0.61	12.1207430136202	FALSE	5	"chr3:32628740-52692360"	20063621	"unaltered"	"unaltered"
"TCGA-XF-AAN7-01"	"TCGA-BLCA"	0.87	12.2658598252007	FALSE	3	"chr3:51645439-53910886"	2265448	"unaltered"	"unaltered"
"TCGA-KQ-A41O-01"	"TCGA-BLCA"	0.93	11.9998022512935	FALSE	5	"chr3:50923776-68841487"	17917712	"unaltered"	"unaltered"
"TCGA-BT-A2LD-01"	"TCGA-BLCA"	0.59	12.5527011196078	FALSE	2	"chr3:46457375-59461982"	13004608	"unaltered"	"unaltered"
"TCGA-GV-A3QK-01"	"TCGA-BLCA"	0.71	11.8513981707692	FALSE	3	"chr3:45631761-53214865"	7583105	"unaltered"	"unaltered"
"TCGA-E7-A6ME-01"	"TCGA-BLCA"	0.79	11.9551320070851	FALSE	2	"chr3:4797429-78950398"	74152970	"unaltered"	"unaltered"
"TCGA-UY-A9PD-01"	"TCGA-BLCA"	0.63	12.0515943156763	FALSE	5	"chr3:45284735-53511535"	8226801	"unaltered"	"unaltered"
"TCGA-DK-A3IS-01"	"TCGA-BLCA"	0.9	12.0785620968213	FALSE	4	"chr3:51645439-61040294"	9394856	"unaltered"	"unaltered"
"TCGA-GC-A3RB-01"	"TCGA-BLCA"	0.85	11.4532053861112	TRUE	2	"chr3:28124602-97538273"	69413672	"altered"	"mutation"
"TCGA-KQ-A41Q-01"	"TCGA-BLCA"	0.6	10.8147841087461	TRUE	2	"chr3:51325239-73479331"	22154093	"unaltered"	"unaltered"
"TCGA-PQ-A6FN-01"	"TCGA-BLCA"	0.22	12.2970328926393	FALSE	2	"chr3:20984872-53485895"	32501024	"unaltered"	"unaltered"
"TCGA-S5-AA26-01"	"TCGA-BLCA"	0.95	12.0257579728895	FALSE	4	"chr3:51748084-54516452"	2768369	"unaltered"	"unaltered"
"TCGA-BL-A0C8-01"	"TCGA-BLCA"	0.59	10.9844292182846	TRUE	7	"chr3:46585099-70267022"	23681924	"unaltered"	"unaltered"
"TCGA-XF-A9SX-01"	"TCGA-BLCA"	0.5	12.3324263750543	FALSE	2	"chr3:45030046-58602954"	13572909	"unaltered"	"unaltered"
"TCGA-FD-A3N5-01"	"TCGA-BLCA"	0.66	11.8444870481946	FALSE	2	"chr3:51899162-53611535"	1712374	"unaltered"	"unaltered"
"TCGA-CF-A1HS-01"	"TCGA-BLCA"	0.54	11.0005606185627	TRUE	2	"chr3:49174488.5-57893921.5"	8719434	"unaltered"	"unaltered"
"TCGA-CU-A3KJ-01"	"TCGA-BLCA"	0.75	11.9547714047333	FALSE	2	"chr3:47218910-63122875"	15903966	"unaltered"	"unaltered"
"TCGA-GC-A4ZW-01"	"TCGA-BLCA"	0.85	12.9142696961877	FALSE	6	"chr3:38679225-76375601"	37696377	"unaltered"	"unaltered"
"TCGA-XF-AAN8-01"	"TCGA-BLCA"	0.58	12.1999589882584	FALSE	2	"chr3:23820972-168657004"	144836033	"unaltered"	"unaltered"
"TCGA-K4-A83P-01"	"TCGA-BLCA"	0.09	11.4543336549039	TRUE	4	"chr3:5148016-61055218"	55907203	"unaltered"	"unaltered"
"TCGA-GV-A40E-01"	"TCGA-BLCA"	0.34	12.0436186570813	FALSE	5	"chr3:15255097-63984516"	48729420	"unaltered"	"unaltered"
"TCGA-XF-A9T2-01"	"TCGA-BLCA"	0.84	12.0002215775799	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-ZF-A9R5-01"	"TCGA-BLCA"	0.91	11.989248802059	FALSE	2	"chr3:2170634-68039859"	65869226	"unaltered"	"unaltered"
"TCGA-CF-A9FM-01"	"TCGA-BLCA"	0.96	11.4789512061129	TRUE	2	"chr3:2170634-80383223"	78212590	"unaltered"	"unaltered"
"TCGA-GD-A6C6-01"	"TCGA-BLCA"	0.92	12.9451203344489	FALSE	2	"chr3:50734361-62829143"	12094783	"unaltered"	"unaltered"
"TCGA-DK-A6B6-01"	"TCGA-BLCA"	0.52	11.7626908732383	FALSE	4	"chr3:46378746-53437259"	7058514	"unaltered"	"unaltered"
"TCGA-ZF-A9R3-01"	"TCGA-BLCA"	0.72	11.8962902052271	FALSE	2	"chr3:2170634-96689002"	94518369	"unaltered"	"unaltered"
"TCGA-FD-A5BZ-01"	"TCGA-BLCA"	0.42	11.7402505480627	FALSE	3	"chr3:46609369-53429248"	6819880	"unaltered"	"unaltered"
"TCGA-GC-A6I3-01"	"TCGA-BLCA"	0.32	12.2869388474728	FALSE	3	"chr3:50871345-61282447"	10411103	"unaltered"	"unaltered"
"TCGA-E7-A97Q-01"	"TCGA-BLCA"	0.65	NA	FALSE	2	"chr3:39093955-53528608"	14434654	"unaltered"	"unaltered"
"TCGA-XF-AAMT-01"	"TCGA-BLCA"	0.56	11.6023371466828	FALSE	1	"chr3:51885003-79615677"	27730675	"altered"	"copynumber"
"TCGA-CU-A72E-01"	"TCGA-BLCA"	0.69	12.624238936127	FALSE	2	"chr3:49745398-69522425"	19777028	"unaltered"	"unaltered"
"TCGA-CU-A3QU-01"	"TCGA-BLCA"	0.9	11.5211585306037	TRUE	4	"chr3:52075652-65507224"	13431573	"unaltered"	"unaltered"
"TCGA-ZF-A9R2-01"	"TCGA-BLCA"	0.75	12.2220422943213	FALSE	3	"chr3:46706963-53420249"	6713287	"unaltered"	"unaltered"
"TCGA-GU-AATQ-01"	"TCGA-BLCA"	0.75	12.167752287515	FALSE	3	"chr3:7068407-61109290"	54040884	"unaltered"	"unaltered"
"TCGA-G2-A3IB-01"	"TCGA-BLCA"	0.91	11.9607198563248	FALSE	1	"chr3:36353166-77758726"	41405561	"altered"	"copynumber"
"TCGA-XF-A9SM-01"	"TCGA-BLCA"	0.2	12.3791223994319	FALSE	2	"chr3:34208480-53588198"	19379719	"unaltered"	"unaltered"
"TCGA-XF-A9SJ-01"	"TCGA-BLCA"	0.56	11.4263669168658	TRUE	2	"chr3:35013505-57431707"	22418203	"unaltered"	"unaltered"
"TCGA-ZF-AA4R-01"	"TCGA-BLCA"	0.66	11.1907492807166	TRUE	1	"chr3:47403633-83684563"	36280931	"altered"	"copynumber"
"TCGA-DK-A6AV-01"	"TCGA-BLCA"	0.5	12.0112003082353	FALSE	2	"chr3:45197451-52496771"	7299321	"altered"	"mutation"
"TCGA-CF-A5UA-01"	"TCGA-BLCA"	0.92	12.4493732690528	FALSE	2	"chr3:2170634-99896221"	97725588	"unaltered"	"unaltered"
"TCGA-FD-A5BS-01"	"TCGA-BLCA"	0.59	12.1095277578519	FALSE	2	"chr3:20049856-55091671"	35041816	"unaltered"	"unaltered"
"TCGA-XF-AAN4-01"	"TCGA-BLCA"	0.46	11.7945269885129	FALSE	2	"chr3:20888423-90021879"	69133457	"unaltered"	"unaltered"
"TCGA-FD-A62N-01"	"TCGA-BLCA"	0.25	12.2202243026271	FALSE	2	"chr3:2170634-148286351"	146115718	"unaltered"	"unaltered"
"TCGA-XF-A9SH-01"	"TCGA-BLCA"	0.69	11.8796136580163	FALSE	2	"chr3:2170634-175360729"	173190096	"unaltered"	"unaltered"
"TCGA-CF-A3MH-01"	"TCGA-BLCA"	0.87	12.144246724303	FALSE	2	"chr3:2170634-74040851"	71870218	"unaltered"	"unaltered"
"TCGA-UY-A78P-01"	"TCGA-BLCA"	0.26	11.4475028037381	TRUE	1	"chr3:46907698-75314423"	28406726	"altered"	"copynumber"
"TCGA-BT-A42C-01"	"TCGA-BLCA"	0.66	11.4345564079317	TRUE	2	"chr3:37699181-62487310"	24788130	"unaltered"	"unaltered"
"TCGA-XF-A8HG-01"	"TCGA-BLCA"	0.84	11.0368495756691	TRUE	5	"chr3:2170634-72843224"	70672591	"unaltered"	"unaltered"
"TCGA-FJ-A871-01"	"TCGA-BLCA"	0.81	12.8158014337903	FALSE	2	"chr3:2170634-76133271"	73962638	"unaltered"	"unaltered"
"TCGA-2F-A9KT-01"	"TCGA-BLCA"	0.41	12.23398980531	FALSE	4	"chr3:48469855-188248862"	139779008	"unaltered"	"unaltered"
"TCGA-ZF-AA54-01"	"TCGA-BLCA"	0.43	12.8931745244222	FALSE	4	"chr3:31131679-54727658"	23595980	"unaltered"	"unaltered"
"TCGA-GC-A3RC-01"	"TCGA-BLCA"	0.69	12.5164942119578	FALSE	3	"chr3:49044217-73350173"	24305957	"unaltered"	"unaltered"
"TCGA-BT-A20X-01"	"TCGA-BLCA"	0.37	10.7094368008302	TRUE	2	"chr3:2170634-87050323"	84879690	"unaltered"	"unaltered"
"TCGA-XF-AAN5-01"	"TCGA-BLCA"	0.49	11.954595604443	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-GU-A767-01"	"TCGA-BLCA"	0.3	11.4426096525352	TRUE	3	"chr3:48278096-71274706"	22996611	"unaltered"	"unaltered"
"TCGA-BL-A5ZZ-01"	"TCGA-BLCA"	0.38	12.1664275654893	FALSE	2	"chr3:45259865-55054856"	9794992	"unaltered"	"unaltered"
"TCGA-DK-A1A3-01"	"TCGA-BLCA"	0.43	11.7433454398208	FALSE	4	"chr3:46535908-53432050"	6896143	"unaltered"	"unaltered"
"TCGA-G2-A2EJ-01"	"TCGA-BLCA"	0.61	11.8721194445901	FALSE	1	"chr3:28810977-64768356"	35957380	"altered"	"copynumber"
"TCGA-ZF-AA4N-01"	"TCGA-BLCA"	0.77	11.9610035630862	FALSE	2	"chr3:49301040-54704268"	5403229	"unaltered"	"unaltered"
"TCGA-DK-A2HX-01"	"TCGA-BLCA"	0.49	12.1997445742442	FALSE	5	"chr3:46860164-53232515"	6372352	"unaltered"	"unaltered"
"TCGA-FD-A6TD-01"	"TCGA-BLCA"	0.37	11.8609490139703	FALSE	3	"chr3:51706524-52987994"	1281471	"unaltered"	"unaltered"
"TCGA-XF-AAME-01"	"TCGA-BLCA"	0.14	11.8475824970221	FALSE	2	"chr3:2170634-94018736"	91848103	"unaltered"	"unaltered"
"TCGA-E7-A3X6-01"	"TCGA-BLCA"	0.71	12.0436862360412	FALSE	2	"chr3:46905597-53298986"	6393390	"unaltered"	"unaltered"
"TCGA-E7-A85H-01"	"TCGA-BLCA"	0.74	10.2304462611788	TRUE	1	"chr3:47429079-53079746"	5650668	"altered"	"copynumber"
"TCGA-E5-A4TZ-01"	"TCGA-BLCA"	0.67	13.4249176954371	FALSE	7	"chr3:49520424-54512457"	4992034	"unaltered"	"unaltered"
"TCGA-BT-A3PJ-01"	"TCGA-BLCA"	0.51	11.929683522322	FALSE	3	"chr3:8156605-53609781"	45453177	"unaltered"	"unaltered"
"TCGA-DK-AA6L-01"	"TCGA-BLCA"	0.64	11.5653704681958	FALSE	2	"chr3:48735965-81575440"	32839476	"unaltered"	"unaltered"
"TCGA-FD-A5BT-01"	"TCGA-BLCA"	0.18	12.6719232922752	FALSE	2	"chr3:2170634-167062473"	164891840	"unaltered"	"unaltered"
"TCGA-KQ-A41S-01"	"TCGA-BLCA"	0.41	11.7517773369125	FALSE	6	"chr3:42193248-58715522"	16522275	"unaltered"	"unaltered"
"TCGA-ZF-AA4V-01"	"TCGA-BLCA"	0.64	11.4794729867977	TRUE	3	"chr3:52242122-59720118"	7477997	"unaltered"	"unaltered"
"TCGA-FT-A3EE-01"	"TCGA-BLCA"	0.61	12.1143688146086	FALSE	4	"chr3:2170634-54409153"	52238520	"unaltered"	"unaltered"
"TCGA-XF-A9SV-01"	"TCGA-BLCA"	0.63	11.2673329819142	TRUE	5	"chr3:50883633-197812401"	146928769	"unaltered"	"unaltered"
"TCGA-ZF-A9R7-01"	"TCGA-BLCA"	0.49	12.4506033623083	FALSE	4	"chr3:2170634-88483965"	86313332	"unaltered"	"unaltered"
"TCGA-GU-AATO-01"	"TCGA-BLCA"	0.52	12.1923148009336	FALSE	4	"chr3:2170634-76595907"	74425274	"unaltered"	"unaltered"
"TCGA-DK-AA6T-01"	"TCGA-BLCA"	0.8	12.2837894836992	FALSE	2	"chr3:40079717-53140253"	13060537	"unaltered"	"unaltered"
"TCGA-4Z-AA7Q-01"	"TCGA-BLCA"	0.29	11.7267078480471	FALSE	2	"chr3:48322696-54148215"	5825520	"unaltered"	"unaltered"
"TCGA-ZF-A9RF-01"	"TCGA-BLCA"	0.5	12.1816436756738	FALSE	2	"chr3:50060904-53231941"	3171038	"unaltered"	"unaltered"
"TCGA-QK-A6II-01"	"TCGA-HNSC"	0.58	13.1243229858865	FALSE	2	"chr3:30778273-65013759"	34235487	"unaltered"	"unaltered"
"TCGA-UF-A7JF-01"	"TCGA-HNSC"	0.6	12.6076269515484	FALSE	1	"chr3:31658756-76800296"	45141541	"altered"	"copynumber"
"TCGA-CN-4725-01"	"TCGA-HNSC"	0.59	12.0787169962194	FALSE	2	"chr3:44811845-55700645"	10888801	"unaltered"	"unaltered"
"TCGA-D6-6827-01"	"TCGA-HNSC"	0.75	12.1005230583631	FALSE	2	"chr3:2170634-94017382"	91846749	"unaltered"	"unaltered"
"TCGA-CV-5442-01"	"TCGA-HNSC"	0.85	12.9395685470952	FALSE	3	"chr3:2170634-163873553"	161702920	"unaltered"	"unaltered"
"TCGA-CX-7219-01"	"TCGA-HNSC"	0.55	12.1155886108354	FALSE	1	"chr3:2170634-74097816"	71927183	"altered"	"copynumber"
"TCGA-QK-A8ZB-01"	"TCGA-HNSC"	0.46	11.7967559333587	TRUE	1	"chr3:43030581-65061928"	22031348	"altered"	"copynumber"
"TCGA-QK-A6VC-01"	"TCGA-HNSC"	0.21	11.3702390760394	TRUE	2	"chr3:47197901-53753652"	6555752	"unaltered"	"unaltered"
"TCGA-BA-6872-01"	"TCGA-HNSC"	0.58	13.1436414915496	FALSE	2	"chr3:48612351-77319544"	28707194	"unaltered"	"unaltered"
"TCGA-CV-5439-01"	"TCGA-HNSC"	0.47	12.0159359317144	FALSE	2	"chr3:2170634-89440379"	87269746	"unaltered"	"unaltered"
"TCGA-DQ-7591-01"	"TCGA-HNSC"	0.73	11.1268039307561	TRUE	1	"chr3:50301135-57897371"	7596237	"altered"	"copynumber"
"TCGA-CV-A6K1-01"	"TCGA-HNSC"	0.64	13.1031278050233	FALSE	1	"chr3:2170634-88454558"	86283925	"altered"	"copynumber"
"TCGA-CV-6954-01"	"TCGA-HNSC"	0.49	11.5830061642357	TRUE	2	"chr3:2170634-74438994"	72268361	"unaltered"	"unaltered"
"TCGA-CV-6961-01"	"TCGA-HNSC"	0.57	11.5255013316279	TRUE	1	"chr3:51591066-54270164"	2679099	"altered"	"copynumber"
"TCGA-CQ-5325-01"	"TCGA-HNSC"	0.22	12.0041199683012	FALSE	2	"chr3:2170634-91462299"	89291666	"unaltered"	"unaltered"
"TCGA-CV-6003-01"	"TCGA-HNSC"	0.56	12.1459277977241	FALSE	2	"chr3:36530292-73122949"	36592658	"unaltered"	"unaltered"
"TCGA-CN-6988-01"	"TCGA-HNSC"	0.77	12.5597273449055	FALSE	2	"chr3:29948710-80613801"	50665092	"unaltered"	"unaltered"
"TCGA-CV-A6JD-01"	"TCGA-HNSC"	0.6	12.4417191452281	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-HD-8224-01"	"TCGA-HNSC"	0.64	12.6647579530828	FALSE	2	"chr3:51839303-70534490"	18695188	"unaltered"	"unaltered"
"TCGA-CN-4742-01"	"TCGA-HNSC"	0.3	12.4284658918365	FALSE	2	"chr3:45408457-77336594"	31928138	"unaltered"	"unaltered"
"TCGA-CV-7429-01"	"TCGA-HNSC"	0.52	11.7921269307439	TRUE	2	"chr3:2170634-97658695"	95488062	"unaltered"	"unaltered"
"TCGA-P3-A5QF-01"	"TCGA-HNSC"	0.81	11.9529889957605	TRUE	1	"chr3:50074729-79485994"	29411266	"altered"	"copynumber"
